column	PC	value
BH-A18Q	10	0.0559568339384677
BH-A18Q	11	0.02260859656469915
BH-A18Q	12	-0.28505242880056947
BH-A18Q	13	0.02338186970180548
BH-A18Q	14	-0.07027760498906441
BH-A18Q	15	0.0184831272746133
BH-A18Q	16	0.004774420611292061
BH-A18Q	17	-0.013400288399436208
BH-A18Q	18	0.0493868905012583
BH-A18Q	19	-0.06300694517295229
BH-A18Q	20	0.03362491130355491
BH-A18Q	21	0.0786136499970776
BH-A18Q	22	-0.068715792933946
BH-A18Q	23	-0.20889403759439895
BH-A18Q	24	0.023768264285046185
BH-A18Q	25	-0.14817439811722338
BH-A18Q	26	0.11552708379132155
BH-A18Q	27	-0.06343686964714916
BH-A18Q	28	-0.12094170688058825
BH-A18Q	29	-0.08287489772693417
BH-A18Q	30	-0.10660281172053296
BH-A18Q	31	-0.082783207965306
BH-A18Q	32	0.18743728893725176
BH-A18Q	33	-0.0709065182027372
BH-A18Q	34	-0.07807937740975879
BH-A18Q	35	0.08149575675347079
BH-A18Q	36	0.08620767577743307
BH-A18Q	37	0.0320581543738569
BH-A18Q	38	-0.039786454890338975
BH-A18Q	39	0.13842068396191703
BH-A18Q	40	0.0728831096149803
BH-A18Q	41	0.055334293708427
BH-A18Q	42	-0.10954795564619559
BH-A18Q	43	-0.05468771532412536
BH-A18Q	44	0.0938777162449005
BH-A18Q	45	0.15554284445013397
BH-A18Q	46	-0.06910580516047808
BH-A18Q	47	-0.19544898108478226
BH-A18Q	48	-0.13387796386381745
BH-A18Q	49	-0.1426921153978205
BH-A18Q	50	0.06511967275997929
BH-A18Q	51	-0.20605032658437336
BH-A18Q	52	0.014314854212581739
BH-A18Q	53	0.33310847920474584
BH-A18Q	54	-0.14879127892081503
BH-A18Q	55	0.04560099573161577
BH-A18Q	56	-0.20879633357942462
BH-A18Q	57	0.1396794501681828
BH-A18Q	58	-0.0638596519048022
BH-A18Q	59	0.02013310596133132
BH-A18Q	60	-0.04225589969708256
BH-A18Q	61	-0.039591458784565825
BH-A18Q	62	0.02992330942565318
BH-A18Q	63	-0.0944943334719615
BH-A18Q	64	0.13618406116690282
BH-A18Q	65	-0.12710806580818904
BH-A18Q	66	-0.09593577912741301
BH-A18Q	67	0.2271302797757831
BH-A18Q	68	0.16793717726347476
BH-A18Q	69	-0.12990079973879548
BH-A18Q	70	0.009728487469944987
BH-A18Q	71	-0.030385254850464116
BH-A18Q	72	-0.0237867432948743
BH-A18Q	73	0.033933865959317494
BH-A18Q	74	-0.030930541392731083
BH-A18Q	75	0.06863505637683331
BH-A18Q	76	-0.1102711013424825
BH-A18Q	77	-0.045199728007957116
BH-A18Q	78	0.05961830793385374
BH-A18Q	79	0.008078152461946857
BH-A18Q	80	-0.06919741025825141
A7-A0CE	1	-0.06321502311771776
A7-A0CE	2	-0.11462968845044255
A7-A0CE	3	0.14369081788354293
A7-A0CE	4	0.0856720523167171
A7-A0CE	5	0.07635620185941469
A7-A0CE	6	-0.2147970288319485
A7-A0CE	7	-0.008735858812523117
A7-A0CE	8	0.18589555499598756
A7-A0CE	9	-0.027343899685285222
A7-A0CE	10	-0.010475239326204928
A7-A0CE	11	0.07306222269479125
A7-A0CE	12	-0.16504537035941577
A7-A0CE	13	0.05190791076854544
A7-A0CE	14	-0.16204796373475194
A7-A0CE	15	-0.010332179691226585
A7-A0CE	16	0.07224181713367633
A7-A0CE	17	0.13032404006374704
A7-A0CE	18	-0.012155550176458745
A7-A0CE	19	0.13266415405144177
A7-A0CE	20	0.13575499530379892
A7-A0CE	21	0.17783692209939414
A7-A0CE	22	0.06287432160344936
A7-A0CE	23	0.04695776715533859
A7-A0CE	24	-0.10868551122912218
A7-A0CE	25	0.08454251307678379
A7-A0CE	26	-0.054527320312411066
A7-A0CE	27	-0.24597140152432098
A7-A0CE	28	0.08590659531011052
A7-A0CE	29	-0.055802422073061644
A7-A0CE	30	0.2080155143810074
A7-A0CE	31	-0.10128174601912568
A7-A0CE	32	-0.15296126447950642
A7-A0CE	33	0.11812154421268418
A7-A0CE	34	-0.10413230558575395
A7-A0CE	35	-0.063036162826624
A7-A0CE	36	-0.02589533817627848
A7-A0CE	37	-0.17547475528856013
A7-A0CE	38	0.061301467999918424
A7-A0CE	39	0.019096090971876943
A7-A0CE	40	0.0691258089772503
A7-A0CE	41	0.1490241398169161
A7-A0CE	42	-0.008375042166997367
A7-A0CE	43	-0.09990537576150438
A7-A0CE	44	-0.19427330138751364
A7-A0CE	45	-0.12958479294333963
A7-A0CE	46	-0.1316852004625869
A7-A0CE	47	0.2713805351850825
A7-A0CE	48	-0.10877693665616198
A7-A0CE	49	0.10375916223522194
A7-A0CE	50	0.3341623641145163
A7-A0CE	51	-0.08464568021014467
A7-A0CE	52	0.003450612298854787
A7-A0CE	53	-0.019706349146164266
A7-A0CE	54	-0.1669426572272106
A7-A0CE	55	0.10352436479603813
A7-A0CE	56	-0.059841492030442964
A7-A0CE	57	0.07790034981985094
A7-A0CE	58	0.09267794309742759
A7-A0CE	59	0.004721563961303923
A7-A0CE	60	0.1606862699411799
A7-A0CE	61	-0.036914284928263714
A7-A0CE	62	-0.06519629682831016
A7-A0CE	63	0.10582669539518576
A7-A0CE	64	-0.03963094161086757
A7-A0CE	65	-0.07101295966472526
A7-A0CE	66	-0.01093143361657225
A7-A0CE	67	-0.07791434409843437
A7-A0CE	68	-0.016449577246213404
A7-A0CE	69	-0.07565238994949015
A7-A0CE	70	-0.038191485528057574
A7-A0CE	71	-0.059826904117837545
A7-A0CE	72	0.023456996570493834
A7-A0CE	73	0.13243333205428875
A7-A0CE	74	-0.05054039779944702
A7-A0CE	75	0.025303448980379513
A7-A0CE	76	0.03690778338203025
A7-A0CE	77	-0.01596034256639276
A7-A0CE	78	0.023025036983575158
A7-A0CE	79	0.06326692707590179
A7-A0CE	80	0.016384832740052712
D8-A142	1	-0.16611613002864742
D8-A142	2	-0.019462546066869257
D8-A142	3	0.1428511919596973
D8-A142	4	-0.02340565838974284
D8-A142	5	0.12362075976284555
D8-A142	6	0.08100168441422223
D8-A142	7	-0.10212581926121758
D8-A142	8	-0.1652973215543473
D8-A142	9	0.09078552655777766
D8-A142	10	0.0360274464590548
D8-A142	11	-0.04831709067449491
D8-A142	12	0.06845555209746579
D8-A142	13	-0.0011938501209990127
D8-A142	14	0.026920204475808673
D8-A142	15	-0.06806073713639471
D8-A142	16	0.03001924962116402
D8-A142	17	-0.21183497670550516
D8-A142	18	-0.05523773057025707
D8-A142	19	-0.06935022328112062
D8-A142	20	-0.06553155040869396
D8-A142	21	0.18160873542472689
D8-A142	22	0.0613046118604811
D8-A142	23	-0.002982529359069639
D8-A142	24	-0.002484681037061341
D8-A142	25	-0.018423357954453025
D8-A142	26	0.1239878558912769
D8-A142	27	-0.024102408815597283
D8-A142	28	0.05224303353309369
D8-A142	29	-0.08412478400034896
D8-A142	30	-0.05249807032968038
D8-A142	31	0.026496252178003565
D8-A142	32	-0.03390996400826793
D8-A142	33	-0.052809517430722167
D8-A142	34	0.0010030436102125145
D8-A142	35	0.1759004144378892
D8-A142	36	0.025822913055225705
D8-A142	37	-0.07165088871061367
D8-A142	38	0.008005994912066605
D8-A142	39	-0.16493199833660757
D8-A142	40	0.016901362831479413
D8-A142	41	0.0144149173316217
D8-A142	42	-0.031217696778071832
D8-A142	43	0.1926675611181984
D8-A142	44	0.05588306596054224
D8-A142	45	0.1340538985244056
D8-A142	46	0.17665049450336162
D8-A142	47	0.14808848469217004
D8-A142	48	-0.037982562813909646
D8-A142	49	0.19783316908294263
D8-A142	50	0.23272833474128796
D8-A142	51	-0.08116385581674186
D8-A142	52	0.03035932766707128
D8-A142	53	-0.16221222558178824
D8-A142	54	0.01879186661517554
D8-A142	55	-0.031247816829959252
D8-A142	56	0.12498391468440595
D8-A142	57	-0.1162199819302197
D8-A142	58	-0.037335022746557714
D8-A142	59	-0.023923352062643413
D8-A142	60	-0.22767358773029095
D8-A142	61	-0.14577126907239066
D8-A142	62	-0.0432247750012999
D8-A142	63	0.1388270667048062
D8-A142	64	-0.15111096040917288
D8-A142	65	-0.14131553851500736
D8-A142	66	0.036872186270807204
D8-A142	67	-0.07292998029285545
D8-A142	68	0.20239278823342347
D8-A142	69	0.1839329663087999
D8-A142	70	-0.11394410405317996
D8-A142	71	-0.05127136981352075
D8-A142	72	-0.06648022781782296
D8-A142	73	-0.057054557517593966
D8-A142	74	-0.15583201270457817
D8-A142	75	0.13002406013282758
D8-A142	76	-0.27686152798380725
D8-A142	77	0.19601676535608764
D8-A142	78	0.05746278448343807
D8-A142	79	-0.044897937624091895
D8-A142	80	0.013666480949042506
AO-A0J6	1	-0.16299080311791225
AO-A0J6	2	0.20287878156475625
AO-A0J6	3	-0.006577461620931424
AO-A0J6	4	-0.07564643622631556
AO-A0J6	5	0.022213037828307275
AO-A0J6	6	0.002874604698949304
AO-A0J6	7	-0.06759537960136885
AO-A0J6	8	-0.12013296984992945
AO-A0J6	9	0.05108585759703717
AO-A0J6	10	-0.11604281515267328
AO-A0J6	11	-0.026820486122125814
AO-A0J6	12	0.01905632732393875
AO-A0J6	13	-0.03935523693679546
AO-A0J6	14	-0.011183347761846874
AO-A0J6	15	-0.050133075309602995
AO-A0J6	16	0.12392611075638506
AO-A0J6	17	0.0606393092006445
AO-A0J6	18	-0.03144400104857179
AO-A0J6	19	0.026045472661710894
AO-A0J6	20	0.03806237678729198
AO-A0J6	21	0.07641934552210759
AO-A0J6	22	0.028459403694722493
AO-A0J6	23	0.041962073618534025
AO-A0J6	24	-0.020707244999774558
AO-A0J6	25	0.02319748911282394
AO-A0J6	26	0.054688303221757474
AO-A0J6	27	-0.010823676808858956
AO-A0J6	28	-0.1174837119334228
AO-A0J6	29	-0.0872290206879388
AO-A0J6	30	0.03853047470950062
AO-A0J6	31	0.04925988210655724
AO-A0J6	32	-0.04337372079640034
AO-A0J6	33	-0.038687295559792736
AO-A0J6	34	0.05673231596613794
AO-A0J6	35	-0.03555970855906788
AO-A0J6	36	-0.04846495127485208
AO-A0J6	37	0.08971235281807946
AO-A0J6	38	0.16634030603167993
AO-A0J6	39	0.06819863593865556
AO-A0J6	40	-0.010885697140524231
AO-A0J6	41	-0.04571834655078311
AO-A0J6	42	-0.031172438390054586
AO-A0J6	43	-0.022382176008595645
AO-A0J6	44	0.12298232351689536
AO-A0J6	45	-0.050025871639411613
AO-A0J6	46	-0.027814520362922094
AO-A0J6	47	0.016999816585613864
AO-A0J6	48	0.09086020909580006
AO-A0J6	49	-0.03504070615656538
AO-A0J6	50	0.012343978940592089
AO-A0J6	51	-0.014025885334127765
AO-A0J6	52	-0.04208516848178824
AO-A0J6	53	0.024362112093840597
AO-A0J6	54	-0.056531036825029565
AO-A0J6	55	-0.09679984879587836
AO-A0J6	56	-0.07733067934032803
AO-A0J6	57	-0.09937673777054612
AO-A0J6	58	0.05116364273467185
AO-A0J6	59	0.02621707651212353
AO-A0J6	60	0.04710786194271974
AO-A0J6	61	0.029290539935210295
AO-A0J6	62	-0.03283975627922495
AO-A0J6	63	-0.17906422216575832
AO-A0J6	64	-0.037792351179812306
AO-A0J6	65	0.040730971114575375
AO-A0J6	66	-0.04438921792519693
AO-A0J6	67	-0.0037404526663954787
AO-A0J6	68	-0.047876032754619824
AO-A0J6	69	0.09213243758965219
AO-A0J6	70	0.12689966187392648
AO-A0J6	71	0.0019771384095617524
AO-A0J6	72	-0.07888480835162838
AO-A0J6	73	0.20131424384688817
AO-A0J6	74	0.12706540733606997
AO-A0J6	75	-0.04637993842252054
AO-A0J6	76	0.2076407170095455
AO-A0J6	77	0.46405050191221503
AO-A0J6	78	0.452725097593223
AO-A0J6	79	0.33095037459457244
AO-A0J6	80	0.05154020536963395
A2-A0YM	1	-0.17451371839164734
A2-A0YM	2	0.1260368138524862
A2-A0YM	3	0.05722847274010634
A2-A0YM	4	-0.17280885998021595
A2-A0YM	5	-0.06937593021862937
A2-A0YM	6	-0.08498810420043917
A2-A0YM	7	0.006879059262832221
A2-A0YM	8	-0.025515685742047305
A2-A0YM	9	-0.014015028055092294
A2-A0YM	10	-0.12244203870917597
A2-A0YM	11	0.012398469952120378
A2-A0YM	12	0.10226399320687499
A2-A0YM	13	-0.07284315457909475
A2-A0YM	14	-0.03362816187143276
A2-A0YM	15	-0.04468152498172053
A2-A0YM	16	-0.0031168815644363884
A2-A0YM	17	-0.034822580569715766
A2-A0YM	18	0.06743808567663145
A2-A0YM	19	0.08312322964279753
A2-A0YM	20	0.07570370104796803
A2-A0YM	21	0.08632510525371129
A2-A0YM	22	-0.05853445311776302
A2-A0YM	23	0.1705734410215796
A2-A0YM	24	-0.0013137080422082675
A2-A0YM	25	0.12698680264696716
A2-A0YM	26	-0.03729568081404169
A2-A0YM	27	-0.047374008498615255
A2-A0YM	28	0.061571159160059785
A2-A0YM	29	0.03701421515358312
A2-A0YM	30	0.052433676985882666
A2-A0YM	31	0.06770736661646926
A2-A0YM	32	-0.007620759186983267
A2-A0YM	33	-0.053821906781147344
A2-A0YM	34	-0.005007590071244267
A2-A0YM	35	-0.043186210534110224
A2-A0YM	36	-0.0071623908165754785
A2-A0YM	37	0.15638919794747733
A2-A0YM	38	0.06877002902870893
A2-A0YM	39	0.09576064109700354
A2-A0YM	40	0.08955300704156957
A2-A0YM	41	-0.039067623421929445
A2-A0YM	42	-0.04244513648880592
A2-A0YM	43	-0.028767942918540193
A2-A0YM	44	0.020347181185572757
A2-A0YM	45	-0.0736749654090735
A2-A0YM	46	0.003606738969757651
A2-A0YM	47	-0.06197084354275869
A2-A0YM	48	0.09612820334151775
A2-A0YM	49	-0.08377621945915226
A2-A0YM	50	0.0172990821785571
A2-A0YM	51	0.027803348033631377
A2-A0YM	52	-0.011819283439737822
A2-A0YM	53	0.04198415577981923
A2-A0YM	54	0.06370957412478587
A2-A0YM	55	0.027244994535913704
A2-A0YM	56	0.010038840174323485
A2-A0YM	57	0.1614874334505872
A2-A0YM	58	0.13181753314170408
A2-A0YM	59	0.036335550949548115
A2-A0YM	60	-0.14257603634652713
A2-A0YM	61	-0.11373503528578317
A2-A0YM	62	-0.1636078482995285
A2-A0YM	63	-0.029601175120504995
A2-A0YM	64	-0.10448901171520152
A2-A0YM	65	-0.06339539516878454
A2-A0YM	66	-0.007021486117852416
A2-A0YM	67	-0.007270506466332025
A2-A0YM	68	0.11691310194723284
A2-A0YM	69	0.10326416701165725
A2-A0YM	70	0.08667450492688261
A2-A0YM	71	-0.07099073535725575
A2-A0YM	72	0.11563639630471195
A2-A0YM	73	-0.005971798369506343
A2-A0YM	74	0.12213151124551411
A2-A0YM	75	0.14304062116501579
A2-A0YM	76	-0.008544940520773994
A2-A0YM	77	-0.39366845780973947
A2-A0YM	78	0.36518451653186357
A2-A0YM	79	-0.4275811515447519
A2-A0YM	80	0.12660984766090547
A2-A0D2	1	-0.13697220789927697
A2-A0D2	2	-0.09827497566687986
A2-A0D2	3	0.19331035847511807
A2-A0D2	4	0.029622007923364002
A2-A0D2	5	0.110075773134449
A2-A0D2	6	-0.06415698090402563
A2-A0D2	7	-0.10595376202010254
A2-A0D2	8	-0.0446423564658527
A2-A0D2	9	0.06951973927506488
A2-A0D2	10	0.06661396648565115
A2-A0D2	11	-0.025502296274188457
A2-A0D2	12	0.008413558305402913
A2-A0D2	13	0.042367424202111315
A2-A0D2	14	-0.0881462688705443
A2-A0D2	15	0.03773292467167173
A2-A0D2	16	0.03995083723965275
A2-A0D2	17	-0.05208685302554943
A2-A0D2	18	0.04293226428553576
A2-A0D2	19	0.002589664362980148
A2-A0D2	20	-0.06424786971908354
A2-A0D2	21	-0.042061383753757016
A2-A0D2	22	-0.07359976438848702
A2-A0D2	23	-0.047739034117754646
A2-A0D2	24	-0.045281837064857375
A2-A0D2	25	-0.11857198050179342
A2-A0D2	26	0.07710853639012283
A2-A0D2	27	-0.058476010674067325
A2-A0D2	28	-4.2770405766673347e-4
A2-A0D2	29	-0.003783793084746155
A2-A0D2	30	-0.16059646788371773
A2-A0D2	31	0.03586468296596033
A2-A0D2	32	-0.027038093393315393
A2-A0D2	33	0.09909343720631475
A2-A0D2	34	0.2754710920631223
A2-A0D2	35	0.024022093430321703
A2-A0D2	36	0.022056744275056148
A2-A0D2	37	-0.08072148336116733
A2-A0D2	38	-0.0683432665290554
A2-A0D2	39	0.11752183968870195
A2-A0D2	40	-0.05174381263770861
A2-A0D2	41	0.0893303903033071
A2-A0D2	42	-0.14535870682836563
A2-A0D2	43	-0.05800233927688135
A2-A0D2	44	-0.136988091942282
A2-A0D2	45	-0.2236443531044166
A2-A0D2	46	-0.019123510000641428
A2-A0D2	47	-0.05504971424526065
A2-A0D2	48	0.06475338668244392
A2-A0D2	49	-0.1804378573972784
A2-A0D2	50	-0.12337240030913535
A2-A0D2	51	-0.11219932292724212
A2-A0D2	52	-0.06472047326456301
A2-A0D2	53	0.034889569019874424
A2-A0D2	54	0.23901232656520394
A2-A0D2	55	0.17779626968819914
A2-A0D2	56	0.061949220265660424
A2-A0D2	57	-0.10588057257218852
A2-A0D2	58	-0.03705476365350504
A2-A0D2	59	0.28331170870705696
A2-A0D2	60	-0.005417717541678854
A2-A0D2	61	0.23317611579123787
A2-A0D2	62	0.04171143234511037
A2-A0D2	63	0.10729086205243518
A2-A0D2	64	0.1304184737342155
A2-A0D2	65	-0.2017510036060206
A2-A0D2	66	0.034815357167537704
A2-A0D2	67	-0.3490034598248565
A2-A0D2	68	-0.0458226693419046
A2-A0D2	69	0.19826740146341842
A2-A0D2	70	0.05506611752618509
A2-A0D2	71	0.046254323885579825
A2-A0D2	72	0.12978995489040307
A2-A0D2	73	0.03142978588806403
A2-A0D2	74	-0.04025172238743299
A2-A0D2	75	-0.11873465045305823
A2-A0D2	76	0.04608491103419088
A2-A0D2	77	0.032681048601270024
A2-A0D2	78	0.013504218115300615
A2-A0D2	79	-0.05692627936809139
A2-A0D2	80	0.015442048037593156
A2-A0SX	1	-0.15345067402852103
A2-A0SX	2	0.06039736065712836
A2-A0SX	3	0.1332018099239452
A2-A0SX	4	-0.13407676484318454
A2-A0SX	5	-0.12360188305243258
A2-A0SX	6	-0.20730615217987003
A2-A0SX	7	0.09475990413318419
A2-A0SX	8	0.024225743428508938
A2-A0SX	9	-0.04533707715371182
A2-A0SX	10	-0.06096973160617932
A2-A0SX	11	0.030740381717893173
A2-A0SX	12	-0.02292767583902504
A2-A0SX	13	-0.02388793938453975
A2-A0SX	14	-0.07396978338564504
A2-A0SX	15	-0.01402985345203302
A2-A0SX	16	-0.12018942035568145
A2-A0SX	17	0.011474200312988486
A2-A0SX	18	0.06265823786086987
A2-A0SX	19	0.033698830943974994
A2-A0SX	20	0.051874862879617
A2-A0SX	21	-0.06983193741958416
A2-A0SX	22	0.016768875588088865
A2-A0SX	23	0.14194911323913706
A2-A0SX	24	0.02965003746508421
A2-A0SX	25	0.16487782356554725
A2-A0SX	26	-0.07257653230496924
A2-A0SX	27	-0.13175927631794998
A2-A0SX	28	0.06497929371967204
A2-A0SX	29	0.039619224207082325
A2-A0SX	30	0.0194536571040995
A2-A0SX	31	-0.00800540643521419
A2-A0SX	32	-0.0535427338354757
A2-A0SX	33	-0.07460509687956104
A2-A0SX	34	0.017154550090595078
A2-A0SX	35	0.012539359371639523
A2-A0SX	36	0.05739332571832229
A2-A0SX	37	0.12445945769588687
A2-A0SX	38	-0.03051047578228549
A2-A0SX	39	0.079340465833493
A2-A0SX	40	0.07368205775126815
A2-A0SX	41	-0.04968393165413133
A2-A0SX	42	-0.05662982741487576
A2-A0SX	43	-0.035768931917520695
A2-A0SX	44	0.00852104255945613
A2-A0SX	45	-0.002960271559060909
A2-A0SX	46	0.10198995894088703
A2-A0SX	47	-0.03423315939383502
A2-A0SX	48	0.10975505831886458
A2-A0SX	49	-0.03259268853997438
A2-A0SX	50	-0.08091562520270218
A2-A0SX	51	0.07104405938812583
A2-A0SX	52	0.14652968778392905
A2-A0SX	53	0.04049886676119165
A2-A0SX	54	0.2239299854087666
A2-A0SX	55	0.03001826017418892
A2-A0SX	56	0.11179234663297233
A2-A0SX	57	0.2596555727555361
A2-A0SX	58	0.0867040907438575
A2-A0SX	59	0.03636777125508231
A2-A0SX	60	-0.05385080822137339
A2-A0SX	61	-0.12704397152309943
A2-A0SX	62	-0.15459276098754768
A2-A0SX	63	0.02664659240000609
A2-A0SX	64	0.13941216332268672
A2-A0SX	65	-0.11318144516582031
A2-A0SX	66	0.06959473178287344
A2-A0SX	67	0.11517474372592532
A2-A0SX	68	0.1382335010475863
A2-A0SX	69	0.03344356754479343
A2-A0SX	70	0.08756572158566443
A2-A0SX	71	0.08220483971558792
A2-A0SX	72	0.08744654568131494
A2-A0SX	73	-0.184331086639248
A2-A0SX	74	-0.13085074822401302
A2-A0SX	75	0.14811906931413085
A2-A0SX	76	0.005624256608858805
A2-A0SX	77	0.24382781920869342
A2-A0SX	78	-0.3252772322475827
A2-A0SX	79	0.3605265765578569
A2-A0SX	80	-0.007634887318613471
AO-A0JL	1	-0.14730175268148918
AO-A0JL	2	-0.015243677296058638
AO-A0JL	3	0.11753120988218267
AO-A0JL	4	-0.019774789300023188
AO-A0JL	5	-0.03625683034018079
AO-A0JL	6	-0.15718369815599076
AO-A0JL	7	-0.16154583314993845
AO-A0JL	8	-0.037326776428374925
AO-A0JL	9	-0.06215829016728511
AO-A0JL	10	-0.1370092431568344
AO-A0JL	11	0.23928977118045486
AO-A0JL	12	0.141048236314643
AO-A0JL	13	0.10962567770229208
AO-A0JL	14	0.07372575513295557
AO-A0JL	15	-0.1721226419513348
AO-A0JL	16	-0.1012286527975472
AO-A0JL	17	-0.03941153841275577
AO-A0JL	18	-0.06299240349913283
AO-A0JL	19	-0.29022180845625284
AO-A0JL	20	-0.0953130172070519
AO-A0JL	21	-0.0350507724692304
AO-A0JL	22	-0.013195857256810273
AO-A0JL	23	-0.022762557251970406
AO-A0JL	24	0.04366419116083624
AO-A0JL	25	-0.10968056916610794
AO-A0JL	26	-0.08143587979917882
AO-A0JL	27	0.013569462339782234
AO-A0JL	28	0.017215818733817015
AO-A0JL	29	-0.04965305433680782
AO-A0JL	30	0.08773383053542781
AO-A0JL	31	0.18987431792474024
AO-A0JL	32	0.1056026128183569
AO-A0JL	33	0.13707126323470772
AO-A0JL	34	-0.03465829098350877
AO-A0JL	35	0.046770592063177574
AO-A0JL	36	-0.05500162575186568
AO-A0JL	37	-0.06480937989335776
AO-A0JL	38	0.03116823245958239
AO-A0JL	39	-0.10971160036841257
AO-A0JL	40	0.0472666580083307
AO-A0JL	41	0.023981659178031956
AO-A0JL	42	-0.042641549347990956
AO-A0JL	43	7.272433783620316e-4
AO-A0JL	44	-0.004789807860626133
AO-A0JL	45	0.02642209220202838
AO-A0JL	46	-0.018987766909639034
AO-A0JL	47	-0.011045675811603373
AO-A0JL	48	-0.13165792125459455
AO-A0JL	49	-0.16275591652633542
AO-A0JL	50	0.055762492981789064
AO-A0JL	51	-0.0675537474107729
AO-A0JL	52	0.016284351158651247
AO-A0JL	53	0.019617332388511263
AO-A0JL	54	-0.09079062710583
AO-A0JL	55	0.04625840378567722
AO-A0JL	56	0.041315136235405364
AO-A0JL	57	-0.08610903249687935
AO-A0JL	58	0.011909961022207214
AO-A0JL	59	-0.0885385875760067
AO-A0JL	60	-0.029952262242272234
AO-A0JL	61	0.11307824660500634
AO-A0JL	62	0.05439333146254821
AO-A0JL	63	-0.12077640426441381
AO-A0JL	64	-0.16432890301395106
AO-A0JL	65	-0.006204096395817515
AO-A0JL	66	-0.12222248502411066
AO-A0JL	67	-0.09176378365667244
AO-A0JL	68	-0.08442752625941077
AO-A0JL	69	0.03382276449604175
AO-A0JL	70	0.07927840952201273
AO-A0JL	71	-0.11483430262527974
AO-A0JL	72	-0.15551802321927147
AO-A0JL	73	-0.17303426465480787
AO-A0JL	74	0.08770366017645503
AO-A0JL	75	0.3284059312897967
AO-A0JL	76	0.34367373127307144
AO-A0JL	77	-0.10869089314218629
AO-A0JL	78	-0.1736577856364384
AO-A0JL	79	0.08352140746668996
AO-A0JL	80	0.00950436772988805
AO-A12F	1	-0.02457575633138233
AO-A12F	2	-0.1400047742213814
AO-A12F	3	0.12620013522210397
AO-A12F	4	0.04129768544997048
AO-A12F	5	0.11738189220192824
